,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
BURL,0.8320000000000001,0.07652450587883596,0.592,0.708,0.041182520563947986,0.568,0.82,0.06693280212272606,0.592,stock,0.8320000000000001
BWG,0.844,0.03666060555964671,0.552,0.7399999999999999,0.04195235392680605,0.564,0.8560000000000001,0.05425863986500215,0.552,both,0.8560000000000001
BWMG,0.7360000000000001,0.038781438859330636,0.512,0.636,0.023323807579381222,0.472,0.708,0.05878775382679629,0.512,stock,0.7360000000000001
BWP,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
BXC,0.808,0.051536394906900505,0.64,0.704,0.03440930106817049,0.62,0.808,0.07547184905645281,0.64,stock,0.808
BXMT,0.852,0.05741080037762931,0.58,0.732,0.03709447398198282,0.568,0.836,0.03199999999999999,0.58,stock,0.852
BXMX,0.804,0.05571355310873649,0.648,0.7200000000000001,0.07375635565834308,0.616,0.8400000000000001,0.04381780460041329,0.648,both,0.8400000000000001
BXP,0.7879999999999999,0.05455272678794342,0.468,0.7120000000000001,0.016000000000000014,0.452,0.784,0.03199999999999997,0.468,stock,0.7879999999999999
BYM,0.828,0.02993325909419152,0.612,0.652,0.0844748483277715,0.584,0.812,0.04118252056394799,0.612,stock,0.828
BZH,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,stock,-1.0
C-PK,0.8320000000000001,0.05455272678794342,0.54,0.732,0.039191835884530846,0.516,0.844,0.03878143885933063,0.54,both,0.844
CAF,0.808,0.02039607805437111,0.588,0.716,0.03199999999999997,0.576,0.8119999999999999,0.037094473981982796,0.588,both,0.8119999999999999
CAH,0.8160000000000001,0.023323807579381177,0.48,0.668,0.01599999999999997,0.448,0.8280000000000001,0.04308131845707602,0.48,both,0.8280000000000001
CAI,0.768,0.068818602136341,0.64,0.728,0.07222188034107113,0.632,0.764,0.06374950980203688,0.64,stock,0.768
CBA,0.7501219512195122,0.07094207572568546,0.39215686274509803,0.784,0.0195959179422654,0.304,0.769390243902439,0.04382174155277975,0.39215686274509803,covid,0.784
CBD,0.8479999999999999,0.046647615158762396,0.52,0.7040000000000001,0.05276362383309169,0.48,0.8320000000000001,0.0515363949069005,0.52,stock,0.8479999999999999
CBI,0.82,0.06110059691039646,0.398876404494382,0.716,0.05986651818838307,0.416,0.8034920634920635,0.04248990216915272,0.398876404494382,stock,0.82
CBL,0.71,0.2009975124224178,0.5833333333333334,0.6533333333333333,0.13432961119739922,0.4489795918367347,0.6300000000000001,0.2891366458960192,0.5833333333333334,stock,0.71
CBU,0.792,0.06013318551349163,0.572,0.736,0.05571355310873649,0.564,0.784,0.026532998322843192,0.572,stock,0.792
CCI,0.76,0.057965506984757754,0.516,0.6880000000000001,0.09346657156438337,0.472,0.716,0.05425863986500213,0.516,stock,0.76
CCK,0.8240000000000001,0.0752595508889071,0.664,0.74,0.09715966241192892,0.636,0.7959999999999999,0.05986651818838303,0.664,stock,0.8240000000000001
CCM,0.8119999999999999,0.02039607805437111,0.536,0.7040000000000001,0.05425863986500215,0.504,0.8280000000000001,0.029933259094191516,0.536,both,0.8280000000000001
CCS,0.804,0.038781438859330615,0.656,0.728,0.027129319932501096,0.636,0.8280000000000001,0.03249615361854381,0.656,both,0.8280000000000001
CCU,0.808,0.0844748483277715,0.476,0.7360000000000001,0.06374950980203689,0.476,0.768,0.07222188034107115,0.476,stock,0.808
CCZ,0.8640000000000001,0.03878143885933063,0.576,0.6960000000000001,0.06118823416311342,0.54,0.8800000000000001,0.021908902300206666,0.576,both,0.8800000000000001
