,stock_avg,stock_std,stock_dis,covid_avg,covid_std,covid_dis,both_avg,both_std,both_dis,highest,max_score
DOV,0.8138077403245942,0.03417529514256859,0.6502242152466368,0.7898544232922733,0.03358197596887996,0.6454352441613588,0.8025967540574281,0.04092706709161936,0.6502242152466368,stock,0.8138077403245942
DPZ,0.8520349563046192,0.019180581024657226,0.5538116591928252,0.7493840985442329,0.04327872087749505,0.554140127388535,0.8452933832709112,0.021762473362984636,0.5538116591928252,stock,0.8520349563046192
DRE,0.8318102372034957,0.027673529641024118,0.600896860986547,0.7812765957446809,0.04198341952143178,0.5987261146496815,0.8474406991260924,0.023574027968883214,0.600896860986547,both,0.8474406991260924
DRI,0.7757303370786517,0.057475397216472254,0.5560538116591929,0.6835834266517358,0.0357472768326523,0.5520169851380042,0.7689388264669164,0.07121518846391077,0.5560538116591929,stock,0.7757303370786517
DTE,0.784669163545568,0.06998170297209665,0.5852017937219731,0.7282866741321389,0.031506162497206246,0.5796178343949044,0.786916354556804,0.05296223297677053,0.5852017937219731,both,0.786916354556804
DVA,0.8003245942571784,0.04665380643591704,0.5381165919282511,0.7495632698768196,0.04219954420229676,0.5265392781316348,0.8025468164794007,0.034341444644026664,0.5381165919282511,both,0.8025468164794007
DXCM,0.8294132334581773,0.059473412180662016,0.5874439461883408,0.7707278835386338,0.01936579172960796,0.583864118895966,0.8070661672908864,0.06779481893808754,0.5874439461883408,stock,0.8294132334581773
EA,0.8092883895131087,0.0412368905247213,0.5605381165919282,0.7176259798432251,0.020758180047308276,0.564755838641189,0.8272659176029962,0.04608683857167193,0.5605381165919282,both,0.8272659176029962
EBAY,0.8520848938826466,0.02237604743757176,0.547085201793722,0.7706159014557671,0.03764001497951107,0.5435244161358811,0.8386516853932585,0.02551922618710721,0.547085201793722,stock,0.8520848938826466
ECL,0.8655430711610487,0.02411007781188177,0.5964125560538116,0.7770884658454648,0.02210091732667964,0.5859872611464968,0.836354556803995,0.022876970795423023,0.5964125560538116,stock,0.8655430711610487
ED,0.809538077403246,0.03609640685262911,0.515695067264574,0.7793057110862261,0.0475791510484446,0.5222929936305732,0.8163046192259674,0.050218287193477186,0.515695067264574,both,0.8163046192259674
EFX,0.8228714107365793,0.03285596638270132,0.5919282511210763,0.7431354983202688,0.02011435127469598,0.5774946921443737,0.838601747815231,0.04283136489776966,0.5919282511210763,both,0.838601747815231
EIX,0.78019975031211,0.020231437980147943,0.5112107623318386,0.7220156774916013,0.0404177823842105,0.5095541401273885,0.7824968789013733,0.029898850313876076,0.5112107623318386,both,0.7824968789013733
EL,0.8251435705368289,0.04041810719208627,0.600896860986547,0.747390817469205,0.024097898974364165,0.5944798301486199,0.8184769038701623,0.04117655375719955,0.600896860986547,stock,0.8251435705368289
EMN,0.8093133583021224,0.05298136984022979,0.5986547085201793,0.7304815229563271,0.05581416182188165,0.5966029723991507,0.813832709113608,0.061547654679774265,0.5986547085201793,both,0.813832709113608
EMR,0.764669163545568,0.05591838204603311,0.5896860986547086,0.7367301231802912,0.031106840852989495,0.5881104033970276,0.757852684144819,0.053427467693054856,0.5896860986547086,stock,0.764669163545568
ENS,0.7802247191011237,0.03476688468460893,0.5291479820627802,0.6729451287793953,0.05057939997314732,0.5286624203821656,0.7712609238451935,0.025536419273399988,0.5291479820627802,stock,0.7802247191011237
EOG,0.8094631710362046,0.03524266513318435,0.547085201793722,0.7750727883538634,0.03671916915292252,0.5477707006369427,0.8206491885143571,0.048105312403955,0.547085201793722,both,0.8206491885143571
EQIX,0.7847440699126093,0.028830724488762914,0.547085201793722,0.69003359462486,0.03757428593105924,0.5498938428874734,0.8070911360799002,0.038862410152607746,0.547085201793722,both,0.8070911360799002
EQR,0.7846441947565543,0.04980006034035853,0.5538116591928252,0.7685330347144458,0.02674145269053017,0.5477707006369427,0.7802496878901374,0.02536887944500981,0.5538116591928252,stock,0.7846441947565543
ES,0.8340574282147315,0.037288560385238693,0.5022421524663677,0.7772004479283315,0.03999040575941624,0.4968152866242038,0.845243445692884,0.037364989794879816,0.5022421524663677,both,0.845243445692884
ESS,0.7690137328339575,0.04869492587008239,0.5246636771300448,0.7515341545352744,0.03694420445403501,0.5180467091295117,0.7779525593008738,0.05022014935037532,0.5246636771300448,both,0.7779525593008738
EW,0.8049937578027466,0.02662895302450916,0.5762331838565022,0.7366853303471445,0.02921892161908669,0.5690021231422505,0.802796504369538,0.028907949087841084,0.5762331838565022,stock,0.8049937578027466
EXR,0.8183021223470662,0.02830976229400407,0.6636771300448431,0.810996640537514,0.04076814731998796,0.6560509554140127,0.7959051186017477,0.0244146243863129,0.6636771300448431,stock,0.8183021223470662
F,0.769063670411985,0.025152928991694513,0.6210762331838565,0.7324300111982083,0.04755501332238969,0.6093418259023354,0.7825468164794007,0.04832685731515731,0.6210762331838565,both,0.7825468164794007
FANG,0.7735830212234707,0.0426279170548917,0.5762331838565022,0.7558342665173573,0.04514623188773746,0.5753715498938429,0.7915605493133583,0.05402276642007667,0.5762331838565022,both,0.7915605493133583
FAST,0.7893133583021223,0.03228587040356789,0.6210762331838565,0.723986562150056,0.016521877643622295,0.6114649681528662,0.7891885143570536,0.04128614745550407,0.6210762331838565,stock,0.7893133583021223
FB,0.8251186017478153,0.04354075727357583,0.57847533632287,0.7218589025755879,0.03527342468419595,0.5753715498938429,0.8116604244694132,0.04459216008646756,0.57847533632287,stock,0.8251186017478153
FBHS,0.8608489388264668,0.04265072621379551,0.600896860986547,0.7771332586786114,0.020482670908877114,0.5944798301486199,0.8609238451935081,0.027404312356432203,0.600896860986547,both,0.8609238451935081
FCGN,1.0,0.0,0.3870967741935484,0.9765957446808511,0.03323510500385811,0.029723991507430998,1.0,0.0,0.3870967741935484,stock,1.0
FCX,0.7981772784019976,0.022699032572527828,0.6390134529147982,0.7600895856662934,0.047350156245032464,0.6326963906581741,0.8070911360799002,0.03546538524844366,0.6390134529147982,both,0.8070911360799002
FDX,0.8047690387016229,0.060041730020156545,0.5829596412556054,0.7770884658454648,0.03482470658961597,0.5817409766454352,0.8092883895131084,0.06140787238579037,0.5829596412556054,both,0.8092883895131084
FE,0.7600998751560549,0.04739241908884374,0.5582959641255605,0.7452183650615901,0.053414650630995944,0.5583864118895966,0.8025967540574281,0.03565158377188226,0.5582959641255605,both,0.8025967540574281
FFIV,0.8228963795255929,0.007744189764284235,0.6143497757847534,0.7877043673012317,0.03350539849260313,0.613588110403397,0.8138576779026216,0.030875601266704075,0.6143497757847534,stock,0.8228963795255929
FIS,0.8004244694132335,0.025189981552439976,0.5134529147982063,0.7217693169092944,0.04432180107818877,0.5095541401273885,0.8137827715355807,0.03906523242628093,0.5134529147982063,both,0.8137827715355807
FISV,0.7870661672908864,0.023877996405606287,0.5022421524663677,0.7176259798432251,0.017178299710148708,0.5031847133757962,0.7938077403245942,0.02435264759210494,0.5022421524663677,both,0.7938077403245942
